,Loyalty Number,Country,Province,City,Postal Code,Gender,Education,Salary,Marital Status,Loyalty Card,CLV,Enrollment Type,Enrollment Date,Cancellation Date
2820,924796,Canada,Ontario,Toronto,P1W 1K4,Male,College,,Single,Aurora,9022.08,Standard,2015-03-01,2015-11-01
2821,988392,Canada,British Columbia,Vancouver,V6E 3D9,Male,College,,Single,Aurora,9022.08,Standard,2012-05-01,
2822,833052,Canada,Quebec,Montreal,H2T 9K8,Female,Bachelor,84226.0,Married,Aurora,9024.2,Standard,2016-09-01,
2823,194009,Canada,Ontario,Toronto,M1R 4K3,Female,Bachelor,104352.0,Married,Aurora,9027.87,Standard,2013-10-01,
2824,288636,Canada,Ontario,Toronto,P1J 8T7,Female,Master,92359.0,Divorced,Aurora,9029.71,Standard,2017-12-01,
2825,391900,Canada,Nova Scotia,Halifax,B3C 2M8,Male,College,,Single,Aurora,9031.21,Standard,2017-10-01,
2826,499128,Canada,Nova Scotia,Halifax,B3J 9S2,Female,College,,Single,Aurora,9031.21,Standard,2014-09-01,
2827,743798,Canada,Ontario,Toronto,P2T 6G3,Male,College,,Single,Aurora,9031.21,Standard,2015-12-01,
2828,779159,Canada,Quebec,Quebec City,G1B 3L5,Female,College,,Single,Aurora,9031.21,Standard,2013-10-01,
2829,899825,Canada,Nova Scotia,Halifax,B3C 2M8,Female,College,,Single,Aurora,9031.21,Standard,2012-08-01,
2830,756355,Canada,British Columbia,Whistler,V6T 1Y8,Female,College,,Married,Aurora,9032.37,Standard,2014-09-01,
2831,175584,Canada,Quebec,Quebec City,G1B 3L5,Male,Bachelor,57033.0,Married,Aurora,9035.67,Standard,2015-10-01,
2832,435097,Canada,British Columbia,Whistler,V6T 1Y8,Female,Bachelor,57033.0,Married,Aurora,9035.67,Standard,2013-09-01,
2833,612162,Canada,Quebec,Montreal,H2T 9K8,Female,Bachelor,57033.0,Married,Aurora,9035.67,Standard,2017-06-01,
2834,797991,Canada,British Columbia,Vancouver,V5R 1W3,Male,Bachelor,57033.0,Married,Aurora,9035.67,Standard,2013-01-01,
2835,996086,Canada,Alberta,Banff,T4V 1D4,Male,College,,Single,Aurora,9047.12,Standard,2016-03-01,
2836,499945,Canada,British Columbia,Vancouver,V6E 3D9,Male,College,,Married,Aurora,9048.98,Standard,2014-06-01,
2837,878929,Canada,Ontario,Toronto,P2T 6G3,Female,College,,Married,Aurora,9048.98,Standard,2018-12-01,
2838,362841,Canada,British Columbia,Vancouver,V5R 1W3,Male,Bachelor,78592.0,Married,Aurora,9050.76,Standard,2017-02-01,
2839,921489,Canada,Alberta,Peace River,T9O 2W2,Male,Bachelor,51157.0,Married,Aurora,9051.91,Standard,2012-11-01,
2840,166705,Canada,Ontario,Toronto,M2M 7K8,Male,Bachelor,98514.0,Married,Aurora,9057.94,Standard,2014-02-01,
2841,927676,Canada,British Columbia,Victoria,V10 6T5,Female,Bachelor,73673.0,Married,Aurora,9060.2,Standard,2015-01-01,
2842,439068,Canada,Quebec,Montreal,H2T 9K8,Male,Bachelor,63184.0,Married,Aurora,9061.95,Standard,2018-11-01,
2843,926058,Canada,Quebec,Montreal,H2Y 2W2,Female,Bachelor,89166.0,Married,Aurora,9067.66,Standard,2018-10-01,
2844,765223,Canada,Ontario,Toronto,P1L 8X8,Female,Bachelor,59510.0,Single,Aurora,9075.77,Standard,2018-11-01,
2845,880580,Canada,Ontario,Toronto,M2M 7K8,Male,Bachelor,59510.0,Single,Aurora,9075.77,Standard,2018-07-01,
2846,970637,Canada,British Columbia,Vancouver,V5R 1W3,Male,Bachelor,59510.0,Single,Aurora,9075.77,Standard,2016-04-01,
2847,979703,Canada,Ontario,Thunder Bay,K8T 5M5,Male,Bachelor,59510.0,Single,Aurora,9075.77,Standard,2014-03-01,
2848,213480,Canada,British Columbia,Vancouver,V1E 4R6,Male,Bachelor,81719.0,Married,Aurora,9080.28,Standard,2017-12-01,
2849,921403,Canada,New Brunswick,Fredericton,E3B 2H2,Female,Bachelor,83022.0,Married,Aurora,9080.6,Standard,2017-05-01,2018-01-01
2850,216040,Canada,British Columbia,Whistler,V6T 1Y8,Female,College,,Married,Aurora,9085.2,Standard,2015-02-01,
2851,981536,Canada,Manitoba,Winnipeg,R2C 0M5,Male,College,,Married,Aurora,9087.59,Standard,2016-12-01,
2852,404801,Canada,Ontario,Trenton,K8V 4B2,Female,Bachelor,65062.0,Married,Aurora,9090.27,Standard,2018-07-01,
2853,400272,Canada,British Columbia,Vancouver,V6E 3D9,Female,Bachelor,59667.0,Married,Aurora,9095.05,Standard,2017-11-01,
2854,772081,Canada,Manitoba,Winnipeg,R2C 0M5,Male,Bachelor,59667.0,Married,Aurora,9095.05,Standard,2017-11-01,
2855,817074,Canada,Quebec,Montreal,H2T 9K8,Male,Bachelor,59667.0,Married,Aurora,9095.05,Standard,2017-12-01,
2856,756317,Canada,Alberta,Edmonton,T9G 1W3,Female,College,,Single,Aurora,9095.74,Standard,2017-08-01,
2857,950593,Canada,Manitoba,Winnipeg,R2C 0M5,Female,College,,Single,Aurora,9095.74,Standard,2016-05-01,
2858,794677,Canada,Ontario,Toronto,P1L 8X8,Female,Bachelor,60370.0,Divorced,Aurora,9100.79,Standard,2013-06-01,
2859,123344,Canada,Ontario,Toronto,M2Z 4K1,Male,Bachelor,85880.0,Married,Aurora,9102.9,Standard,2016-10-01,
2860,323249,Canada,British Columbia,West Vancouver,V6V 8Z3,Male,Bachelor,34210.0,Married,Nova,6444.08,2018 Promotion,2018-03-01,
2861,469238,Canada,British Columbia,Vancouver,V6E 3D9,Female,College,,Married,Nova,6810.53,2018 Promotion,2018-03-01,
2862,713465,Canada,British Columbia,Kelowna,V09 2E9,Male,Doctor,239373.0,Married,Aurora,9112.04,Standard,2017-02-01,
2863,716533,Canada,Ontario,Toronto,M8Y 4K8,Male,Doctor,239373.0,Married,Aurora,9112.04,Standard,2014-04-01,
2864,411583,Canada,Ontario,Toronto,M2M 7K8,Male,College,,Single,Aurora,9112.27,Standard,2015-05-01,
2865,572505,Canada,Quebec,Hull,J8Y 3Z5,Male,Bachelor,88032.0,Married,Aurora,9113.69,Standard,2018-05-01,
2866,601625,Canada,British Columbia,Vancouver,V5R 1W3,Female,Bachelor,48669.0,Married,Nova,6928.6,2018 Promotion,2018-03-01,
2867,394927,Canada,Ontario,Ottawa,K1G 4Z0,Female,Bachelor,82828.0,Married,Aurora,9115.57,Standard,2018-01-01,
2868,523210,Canada,British Columbia,Vancouver,V6E 3Z3,Female,Bachelor,73211.0,Married,Aurora,9118.15,Standard,2018-11-01,
2869,532592,Canada,Quebec,Hull,J8Y 3Z5,Male,Bachelor,73211.0,Married,Aurora,9118.15,Standard,2013-01-01,
2870,116016,Canada,British Columbia,Vancouver,V6E 3Z3,Female,Bachelor,56700.0,Married,Aurora,9118.93,Standard,2013-09-01,
2871,376072,Canada,British Columbia,Dawson Creek,U5I 4F1,Male,Bachelor,98353.0,Married,Aurora,9122.93,Standard,2014-10-01,
2872,494498,Canada,Ontario,Toronto,M2Z 4K1,Male,Bachelor,98353.0,Married,Aurora,9122.93,Standard,2014-06-01,
2873,618409,Canada,Ontario,Toronto,P1W 1K4,Female,Bachelor,83669.0,Married,Aurora,9123.91,Standard,2016-02-01,
2874,201365,Canada,Ontario,Toronto,M8Y 4K8,Male,Bachelor,104619.0,Married,Aurora,9124.6,Standard,2014-08-01,
2875,206108,Canada,Quebec,Montreal,H4G 3T4,Male,Bachelor,83841.0,Divorced,Aurora,9129.87,Standard,2012-06-01,
2876,997121,Canada,Ontario,Toronto,P1W 1K4,Male,Bachelor,101665.0,Married,Aurora,9135.29,Standard,2017-12-01,2018-08-01
2877,379446,Canada,Ontario,Thunder Bay,K8T 5M5,Female,Bachelor,55593.0,Married,Aurora,9150.14,Standard,2017-10-01,
2878,337980,Canada,Ontario,Toronto,M2M 6J7,Male,College,,Married,Aurora,9155.24,Standard,2014-12-01,
2879,654919,Canada,British Columbia,Vancouver,V6E 3D9,Female,High School or Below,80893.0,Married,Aurora,9162.06,Standard,2013-04-01,2014-08-01
2880,876269,Canada,New Brunswick,Moncton,E1A 2A7,Male,Bachelor,76129.0,Married,Aurora,9171.0,Standard,2013-10-01,
2881,322606,Canada,Ontario,Toronto,M8Y 4K8,Female,Bachelor,81786.0,Single,Aurora,9175.17,Standard,2017-05-01,
2882,342583,Canada,British Columbia,Dawson Creek,U5I 4F1,Female,Bachelor,81786.0,Single,Aurora,9175.17,Standard,2015-02-01,
2883,770634,Canada,Quebec,Montreal,H4G 3T4,Male,Bachelor,53199.0,Married,Aurora,9177.95,Standard,2013-05-01,
2884,979115,Canada,Saskatchewan,Regina,S6J 3G0,Male,Bachelor,66784.0,Divorced,Aurora,9180.15,Standard,2017-08-01,
2885,139270,Canada,British Columbia,Vancouver,V6E 3Z3,Female,Bachelor,85906.0,Married,Aurora,9185.03,Standard,2013-10-01,2015-04-01
2886,191869,Canada,Quebec,Tremblant,H5Y 2S9,Female,Bachelor,54858.0,Married,Aurora,9209.41,Standard,2014-09-01,
2887,138565,Canada,British Columbia,Victoria,V10 6T5,Male,Bachelor,83830.0,Married,Aurora,9212.61,Standard,2014-04-01,
2888,420439,Canada,Ontario,Kingston,M9K 2P4,Male,Bachelor,84511.0,Married,Aurora,9215.54,Standard,2014-04-01,
2889,575145,Canada,Ontario,Toronto,M2M 7K8,Male,Bachelor,85514.0,Married,Aurora,9217.13,Standard,2014-04-01,2014-12-01
2890,991638,Canada,Ontario,Toronto,P1L 8X8,Male,Bachelor,51189.0,Divorced,Aurora,9217.98,Standard,2015-11-01,2018-12-01
2891,850828,Canada,Ontario,Ottawa,K1F 2R2,Female,High School or Below,57678.0,Single,Aurora,9223.99,Standard,2016-12-01,
2892,950356,Canada,Quebec,Montreal,H3T 8L4,Male,Bachelor,63079.0,Married,Aurora,9233.19,Standard,2014-12-01,
2893,212848,Canada,Ontario,London,M5B 3E4,Male,College,,Single,Aurora,9234.28,Standard,2018-07-01,
2894,208584,Canada,British Columbia,Dawson Creek,U5I 4F1,Male,College,,Single,Aurora,9238.31,Standard,2015-08-01,
2895,401645,Canada,Ontario,Ottawa,K1F 2R2,Male,High School or Below,43350.0,Divorced,Aurora,9244.35,Standard,2014-10-01,
2896,135554,Canada,British Columbia,Vancouver,V6E 3D9,Male,Bachelor,94584.0,Married,Aurora,9247.55,Standard,2014-07-01,
2897,422204,Canada,Quebec,Hull,J8Y 3Z5,Female,Bachelor,72744.0,Married,Aurora,9267.92,Standard,2013-07-01,
2898,663402,Canada,British Columbia,Victoria,V10 6T5,Female,Bachelor,72744.0,Married,Aurora,9267.92,Standard,2017-11-01,
2899,908120,Canada,New Brunswick,Fredericton,E3B 2H2,Male,High School or Below,76905.0,Married,Aurora,9269.68,Standard,2013-09-01,
2900,327285,Canada,Ontario,Toronto,M1R 4K3,Female,Bachelor,84165.0,Divorced,Aurora,9277.23,Standard,2013-03-01,
2901,454073,Canada,British Columbia,Whistler,V6T 1Y8,Male,Bachelor,103420.0,Married,Aurora,9277.47,Standard,2016-08-01,
2902,778865,Canada,Quebec,Montreal,H2T 2J6,Female,Bachelor,81332.0,Married,Aurora,9294.09,Standard,2013-09-01,
2903,542636,Canada,British Columbia,Whistler,V6T 1Y8,Female,Bachelor,87510.0,Married,Aurora,9312.59,Standard,2018-11-01,
2904,593651,Canada,British Columbia,Vancouver,V5R 1W3,Female,Bachelor,47297.0,Married,Aurora,9320.28,Standard,2014-12-01,
2905,152007,Canada,Alberta,Calgary,T3E 2V9,Female,Bachelor,83448.0,Married,Aurora,9322.09,Standard,2018-01-01,2018-09-01
2906,195684,Canada,British Columbia,Whistler,V6T 1Y8,Male,Bachelor,74353.0,Single,Aurora,9332.49,Standard,2017-10-01,
2907,737477,Canada,Quebec,Montreal,H2Y 4R4,Male,Bachelor,87799.0,Married,Aurora,9337.9,Standard,2016-07-01,
2908,975749,Canada,Ontario,Toronto,M2M 7K8,Female,Bachelor,82721.0,Married,Aurora,9339.34,Standard,2015-09-01,
2909,966512,Canada,Ontario,Ottawa,K1G 4Z0,Female,College,,Married,Aurora,9344.43,Standard,2017-10-01,
2910,255818,Canada,British Columbia,Whistler,V6T 1Y8,Male,College,,Single,Aurora,9350.87,Standard,2014-11-01,2017-04-01
2911,396018,Canada,New Brunswick,Fredericton,E3B 2H2,Female,College,,Single,Aurora,9354.13,Standard,2014-09-01,
2912,854835,Canada,Ontario,Trenton,K8V 4B2,Male,Bachelor,76260.0,Single,Aurora,9366.82,Standard,2016-06-01,2017-02-01
2913,550575,Canada,British Columbia,Vancouver,V6E 3D9,Female,Bachelor,104486.0,Married,Aurora,9369.64,Standard,2018-08-01,
2914,917983,Canada,Ontario,Toronto,P1W 1K4,Female,Bachelor,104486.0,Married,Aurora,9369.64,Standard,2015-09-01,
2915,555947,Canada,Ontario,Toronto,P1J 8T7,Male,Bachelor,80440.0,Married,Aurora,9371.77,Standard,2017-12-01,
2916,879177,Canada,British Columbia,Vancouver,V5R 1W3,Female,Bachelor,80440.0,Married,Aurora,9371.77,Standard,2014-07-01,
2917,892000,Canada,British Columbia,Vancouver,V6E 3D9,Male,Bachelor,69537.0,Married,Aurora,9378.9,Standard,2015-09-01,2016-05-01
2918,936010,Canada,Ontario,Toronto,P5S 6R4,Female,Bachelor,69537.0,Married,Aurora,9378.9,Standard,2018-10-01,
2919,116332,Canada,Ontario,Toronto,M2Z 4K1,Female,Bachelor,62706.0,Married,Aurora,9386.75,Standard,2012-06-01,
2920,313681,Canada,British Columbia,Vancouver,V6E 3D9,Male,Bachelor,86981.0,Married,Aurora,9388.16,Standard,2016-12-01,
2921,118514,Canada,Ontario,Toronto,P1L 8X8,Female,Bachelor,61008.0,Married,Aurora,9393.97,Standard,2018-10-01,
2922,624065,Canada,Ontario,Toronto,P1L 8X8,Female,Bachelor,73185.0,Married,Aurora,9403.88,Standard,2016-06-01,
2923,589765,Canada,Ontario,Toronto,P1L 8X8,Female,Bachelor,104488.0,Single,Aurora,9406.38,Standard,2013-04-01,
2924,812149,Canada,British Columbia,Vancouver,V6E 3D9,Male,Bachelor,54946.0,Married,Aurora,9407.45,Standard,2012-05-01,
2925,820541,Canada,Quebec,Tremblant,H5Y 2S9,Female,College,,Single,Aurora,9408.34,Standard,2016-09-01,
2926,509149,Canada,Ontario,Kingston,M9K 2P4,Female,Bachelor,72400.0,Married,Aurora,9415.53,Standard,2014-10-01,2017-11-01
2927,496233,Canada,Quebec,Quebec City,G1B 3L5,Male,College,,Single,Aurora,9415.9,Standard,2013-02-01,
2928,579438,Canada,Quebec,Montreal,H2Y 4R4,Male,Doctor,90083.0,Married,Aurora,9416.28,Standard,2018-05-01,
2929,955479,Canada,Ontario,Toronto,M2M 6J7,Male,Bachelor,83570.0,Married,Aurora,9416.91,Standard,2012-12-01,
2930,159856,Canada,Quebec,Montreal,H2Y 4R4,Female,Bachelor,96184.0,Married,Aurora,9419.88,Standard,2016-05-01,
2931,113476,Canada,Newfoundland,St. John's,A1C 6H9,Female,Bachelor,66334.0,Married,Aurora,9420.97,Standard,2013-05-01,
2932,707754,Canada,British Columbia,Vancouver,V6E 3Z3,Female,Doctor,212281.0,Divorced,Aurora,9421.1,Standard,2016-10-01,
2933,626510,Canada,Ontario,Toronto,M2M 6J7,Male,Bachelor,66498.0,Married,Aurora,9422.57,Standard,2015-08-01,2016-04-01
2934,918042,Canada,British Columbia,West Vancouver,V6V 8Z3,Female,High School or Below,73530.0,Divorced,Aurora,9426.97,Standard,2013-01-01,
2935,972994,Canada,Quebec,Montreal,H2T 2J6,Male,High School or Below,73530.0,Divorced,Aurora,9426.97,Standard,2012-11-01,
2936,352809,Canada,British Columbia,Vancouver,V6E 3D9,Female,Bachelor,59355.0,Married,Nova,7098.02,2018 Promotion,2018-04-01,
2937,304764,Canada,Nova Scotia,Halifax,B3J 9S2,Male,Bachelor,87255.0,Divorced,Aurora,9429.08,Standard,2017-03-01,2018-03-01
2938,923680,Canada,Saskatchewan,Regina,S1J 3C5,Female,Bachelor,87255.0,Divorced,Aurora,9429.08,Standard,2014-05-01,
2939,261468,Canada,British Columbia,Vancouver,V1E 4R6,Female,Bachelor,63965.0,Married,Aurora,9429.63,Standard,2013-04-01,
2940,240761,Canada,Ontario,Toronto,M2P 4F6,Male,Bachelor,95530.0,Married,Aurora,9438.92,Standard,2013-07-01,
2941,689477,Canada,British Columbia,Vancouver,V1E 4R6,Female,Bachelor,100140.0,Married,Aurora,9445.65,Standard,2013-02-01,
2942,939320,Canada,British Columbia,Vancouver,V6E 3Z3,Female,Doctor,271085.0,Divorced,Nova,7296.54,2018 Promotion,2018-03-01,2018-11-01
2943,858013,Canada,British Columbia,Vancouver,V6E 3Z3,Female,College,,Single,Aurora,9460.18,Standard,2017-10-01,
2944,941380,Canada,Ontario,Trenton,K8V 4B2,Male,College,,Single,Aurora,9460.18,Standard,2016-04-01,
2945,773986,Canada,Alberta,Edmonton,T9G 1W3,Male,Bachelor,82876.0,Married,Aurora,9463.11,Standard,2017-02-01,
2946,464114,Canada,Ontario,Toronto,M2M 7K8,Male,College,,Single,Aurora,9468.51,Standard,2018-07-01,
2947,268293,Canada,Ontario,Thunder Bay,K8T 5M5,Female,Bachelor,65955.0,Married,Aurora,9470.06,Standard,2016-12-01,
2948,929097,Canada,Ontario,Toronto,M8Y 4K8,Male,College,,Married,Aurora,9472.97,Standard,2014-07-01,
2949,492159,Canada,Ontario,Sudbury,M5V 1G5,Male,High School or Below,71527.0,Divorced,Aurora,9486.04,Standard,2013-09-01,
2950,565876,Canada,Ontario,Toronto,M2Z 4K1,Male,Bachelor,62816.0,Married,Aurora,9486.6,Standard,2016-03-01,
2951,248885,Canada,British Columbia,Vancouver,V5R 1W3,Female,College,,Single,Aurora,9490.41,Standard,2016-09-01,
2952,768010,Canada,Ontario,Toronto,M2M 6J7,Female,College,,Married,Aurora,9492.34,Standard,2017-07-01,
2953,817573,Canada,Ontario,Thunder Bay,K8T 5M5,Male,College,,Single,Aurora,9498.47,Standard,2013-08-01,
2954,263339,Canada,Ontario,Trenton,K8V 4B2,Female,Bachelor,102357.0,Married,Aurora,9500.08,Standard,2016-06-01,
2955,848804,Canada,Newfoundland,St. John's,A1C 6H9,Female,College,,Married,Aurora,9517.08,Standard,2013-05-01,
2956,871045,Canada,Quebec,Quebec City,G1B 3L5,Male,College,,Married,Aurora,9517.08,Standard,2013-11-01,
2957,123420,Canada,British Columbia,Vancouver,V1E 4R6,Female,Bachelor,70946.0,Married,Aurora,9540.92,Standard,2015-04-01,
2958,155623,Canada,Ontario,Toronto,M8Y 4K8,Male,Bachelor,70946.0,Married,Aurora,9540.92,Standard,2014-08-01,2015-04-01
2959,179042,Canada,Quebec,Montreal,H4G 3T4,Male,High School or Below,50426.0,Married,Aurora,9546.82,Standard,2017-02-01,
2960,883002,Canada,Quebec,Montreal,H4G 3T4,Female,Bachelor,73628.0,Married,Aurora,9551.17,Standard,2013-01-01,
2961,693852,Canada,British Columbia,West Vancouver,V6V 8Z3,Male,Bachelor,61668.0,Divorced,Aurora,9559.34,Standard,2014-03-01,
2962,618817,Canada,Ontario,Toronto,P1J 8T7,Male,Bachelor,91479.0,Divorced,Aurora,9567.71,Standard,2015-09-01,
2963,446096,Canada,British Columbia,Vancouver,V6E 3D9,Female,College,,Single,Aurora,9575.76,Standard,2018-09-01,
2964,201898,Canada,Ontario,Ottawa,K1G 4Z0,Female,College,,Married,Aurora,9591.03,Standard,2017-07-01,2018-03-01
2965,243455,Canada,Alberta,Edmonton,T9G 1W3,Male,Bachelor,60252.0,Divorced,Aurora,9597.47,Standard,2017-04-01,
2966,514235,Canada,Manitoba,Winnipeg,R2C 0M5,Female,Bachelor,57077.0,Married,Aurora,9613.61,Standard,2017-08-01,
2967,858453,Canada,Alberta,Banff,T4V 1D4,Male,Bachelor,90839.0,Married,Aurora,9618.31,Standard,2012-12-01,
2968,257393,Canada,Ontario,Toronto,M2M 6J7,Female,Bachelor,50660.0,Single,Aurora,9624.52,Standard,2013-12-01,2016-02-01
2969,972795,Canada,Alberta,Edmonton,T3G 6Y6,Male,Bachelor,50660.0,Single,Aurora,9624.52,Standard,2016-12-01,
2970,831797,Canada,British Columbia,Vancouver,V6E 3D9,Female,Bachelor,55613.0,Married,Nova,7519.03,2018 Promotion,2018-03-01,
2971,547522,Canada,British Columbia,Vancouver,V6E 3D9,Male,Bachelor,98009.0,Divorced,Aurora,9635.58,Standard,2016-01-01,
2972,980494,Canada,British Columbia,Vancouver,V5R 1W3,Female,Bachelor,57686.0,Married,Aurora,9638.07,Standard,2018-07-01,
2973,699397,Canada,New Brunswick,Fredericton,E3B 2H2,Male,Bachelor,54174.0,Married,Aurora,9640.53,Standard,2012-05-01,
2974,561053,Canada,Ontario,Trenton,K8V 4B2,Male,Bachelor,81499.0,Single,Aurora,9654.52,Standard,2015-12-01,
2975,898229,Canada,British Columbia,Vancouver,V6E 3D9,Male,Bachelor,81499.0,Single,Aurora,9654.52,Standard,2013-09-01,
2976,173356,Canada,British Columbia,Victoria,V10 6T5,Male,College,,Single,Aurora,9655.44,Standard,2016-07-01,
2977,663382,Canada,Quebec,Montreal,H2T 2J6,Male,College,,Single,Aurora,9655.44,Standard,2014-02-01,
2978,462247,Canada,Quebec,Hull,J8Y 3Z5,Female,College,,Married,Aurora,9657.58,Standard,2018-01-01,
2979,533365,Canada,Ontario,Toronto,P5S 6R4,Male,College,,Married,Aurora,9657.58,Standard,2012-11-01,
2980,619404,Canada,British Columbia,Victoria,V10 6T5,Male,College,,Married,Aurora,9657.58,Standard,2016-04-01,
2981,370014,Canada,Saskatchewan,Regina,S6J 3G0,Male,College,,Married,Aurora,9661.1,Standard,2015-04-01,
2982,672308,Canada,Ontario,Kingston,M9K 2P4,Male,College,,Married,Aurora,9661.1,Standard,2013-04-01,
2983,517472,Canada,British Columbia,Vancouver,V5R 1W3,Male,Bachelor,74651.0,Single,Nova,7840.17,2018 Promotion,2018-02-01,2018-10-01
2984,647726,Canada,Ontario,Trenton,K8V 4B2,Female,Bachelor,85240.0,Divorced,Aurora,9667.13,Standard,2015-12-01,
2985,112026,Canada,British Columbia,Whistler,V6T 1Y8,Male,Doctor,185468.0,Divorced,Aurora,9670.18,Standard,2014-01-01,
2986,853540,Canada,Yukon,Whitehorse,Y2K 6R0,Female,High School or Below,69957.0,Single,Aurora,9688.13,Standard,2017-10-01,
2987,400513,Canada,Quebec,Montreal,H4G 3T4,Male,Bachelor,46548.0,Single,Aurora,9688.33,Standard,2012-11-01,
2988,755014,Canada,Manitoba,Winnipeg,R6Y 4T5,Male,Bachelor,46548.0,Single,Aurora,9688.33,Standard,2012-09-01,
2989,212707,Canada,Ontario,Toronto,P1L 8X8,Male,Bachelor,95445.0,Single,Aurora,9696.55,Standard,2012-10-01,
2990,120192,Canada,British Columbia,Vancouver,V6E 3D9,Female,Bachelor,65324.0,Married,Aurora,9701.03,Standard,2013-03-01,
2991,711500,Canada,British Columbia,Vancouver,V6E 3D9,Male,College,,Married,Nova,8034.52,2018 Promotion,2018-02-01,
2992,374941,Canada,Ontario,Toronto,P2T 6G3,Male,College,,Single,Aurora,9713.16,Standard,2017-08-01,
2993,502141,Canada,British Columbia,Vancouver,V6E 3D9,Male,College,,Single,Aurora,9713.16,Standard,2017-09-01,
2994,332430,Canada,British Columbia,Vancouver,V5R 1W3,Female,College,,Divorced,Aurora,9747.99,Standard,2016-04-01,
2995,941882,Canada,Ontario,Toronto,M1R 4K3,Female,High School or Below,54912.0,Married,Aurora,9753.31,Standard,2014-07-01,
2996,872814,Canada,Alberta,Peace River,T9O 2W2,Male,Bachelor,81396.0,Married,Aurora,9756.04,Standard,2012-12-01,
2997,969378,Canada,Ontario,Toronto,M2M 7K8,Female,Bachelor,81396.0,Married,Aurora,9756.04,Standard,2016-09-01,
2998,608504,Canada,British Columbia,Vancouver,V1E 4R6,Female,Bachelor,87264.0,Married,Aurora,9766.22,Standard,2012-07-01,
2999,902562,Canada,Ontario,Toronto,P1J 8T7,Female,Bachelor,87264.0,Married,Aurora,9766.22,Standard,2013-11-01,
3000,998580,Canada,Ontario,Toronto,P1J 8T7,Male,Bachelor,58414.0,Married,Aurora,9767.94,Standard,2013-08-01,
3001,606600,Canada,Ontario,Toronto,P1J 8T7,Male,Bachelor,102168.0,Married,Aurora,9774.61,Standard,2013-08-01,2018-11-01
3002,329826,Canada,Ontario,Toronto,P1J 8T7,Female,Bachelor,104617.0,Married,Aurora,9778.73,Standard,2014-11-01,
3003,297167,Canada,British Columbia,Whistler,V6T 1Y8,Male,Bachelor,63035.0,Married,Nova,8406.39,2018 Promotion,2018-04-01,
3004,491513,Canada,Quebec,Montreal,H4G 3T4,Male,College,,Married,Aurora,9783.63,Standard,2016-01-01,
3005,665031,Canada,Quebec,Montreal,H2Y 4R4,Female,High School or Below,64811.0,Married,Aurora,9799.18,Standard,2015-05-01,2016-01-01
3006,192355,Canada,Manitoba,Winnipeg,R3R 3T4,Female,Bachelor,55502.0,Married,Aurora,9800.34,Standard,2016-06-01,
3007,689839,Canada,British Columbia,Vancouver,V6E 3D9,Male,College,,Single,Nova,8460.81,2018 Promotion,2018-03-01,
3008,147602,Canada,British Columbia,Vancouver,V6E 3D9,Male,College,,Single,Aurora,9817.03,Standard,2015-03-01,
3009,514042,Canada,Quebec,Montreal,H2Y 2W2,Female,Bachelor,72225.0,Divorced,Aurora,9837.51,Standard,2017-02-01,
3010,284892,Canada,British Columbia,Vancouver,V6E 3D9,Male,Bachelor,73449.0,Single,Nova,8810.9,2018 Promotion,2018-04-01,
3011,828852,Canada,Saskatchewan,Regina,S6J 3G0,Female,College,,Single,Aurora,9868.6,Standard,2018-06-01,
3012,505871,Canada,British Columbia,Vancouver,V5R 1W3,Female,Bachelor,53565.0,Single,Aurora,9875.09,Standard,2012-10-01,
3013,381748,Canada,Ontario,Ottawa,K1F 2R2,Male,Bachelor,77514.0,Married,Aurora,9880.1,Standard,2014-12-01,
3014,533950,Canada,Alberta,Edmonton,T9G 1W3,Female,Bachelor,58671.0,Married,Aurora,9880.39,Standard,2013-01-01,
3015,973070,Canada,Ontario,Toronto,M2M 7K8,Female,Bachelor,58671.0,Married,Aurora,9880.39,Standard,2014-04-01,2014-12-01
3016,131721,Canada,Ontario,Toronto,M2P 4F6,Female,Bachelor,64701.0,Married,Aurora,9886.66,Standard,2017-02-01,
3017,314842,Canada,British Columbia,Dawson Creek,U5I 4F1,Male,Bachelor,64701.0,Married,Aurora,9886.66,Standard,2013-01-01,
3018,138873,Canada,Quebec,Montreal,H2Y 2W2,Male,Bachelor,70256.0,Married,Aurora,9890.21,Standard,2013-09-01,2017-11-01
3019,223081,Canada,Quebec,Tremblant,H5Y 2S9,Male,Bachelor,54301.0,Divorced,Aurora,9915.9,Standard,2013-08-01,2016-03-01
3020,135872,Canada,Ontario,Toronto,M2M 7K8,Male,High School or Below,59334.0,Divorced,Aurora,9927.05,Standard,2015-02-01,2017-01-01
3021,863093,Canada,Alberta,Edmonton,T9G 1W3,Male,High School or Below,59334.0,Divorced,Aurora,9927.05,Standard,2018-06-01,
3022,812373,Canada,British Columbia,Vancouver,V5R 1W3,Female,Bachelor,87099.0,Married,Aurora,9928.87,Standard,2015-09-01,
3023,618523,Canada,Ontario,Trenton,K8V 4B2,Male,Doctor,87499.0,Married,Aurora,9939.26,Standard,2015-02-01,2018-12-01
3024,705113,Canada,British Columbia,Vancouver,V6E 3Z3,Male,Doctor,87499.0,Married,Aurora,9939.26,Standard,2015-11-01,
3025,659112,Canada,Alberta,Banff,T4V 1D4,Male,Bachelor,81585.0,Single,Aurora,9942.3,Standard,2016-08-01,
